"","initial_value"
"LINC01118",0.38
"TSPYL6",0.48
"C2orf78",0.24
"BOLA3",0.87
"C2orf81",0.22
"FUNDC2P2",0.13
"C2orf68",0.41
"LOC388996",0.1
"SLC9A4",0.21
"DPP10-AS1",0.44
"LOC389033",0.21
"LINC01120",0.46
"HNRNPKP2",0.11
"SP5",0.52
"PLEKHM3",0.28
"C2orf80",0.19
"RESP18",0.15
"C2orf82",0.54
"OR6B2",0.22
"ZNF662",0.59
"CDHR4",0.19
"FAM212A",0.5
"IQCF2",0.62
"IQCF5",0.24
"MUSTN1",0.52
"VGLL3",0.72
"ARMC10P1",0.24
"PRR23B",0.14
"PRR23C",0.11
"PLSCR5",0.13
"CPHL1P",0.13
"ANKUB1",0.21
"LEKR1",0.22
"TMEM212",0.22
"5-HT3C2",0.11
"C4orf50",0.13
"LOC389199",0.2
"SMIM20",0.3
"BEND4",0.37
"GRXCR1",0.16
"TMPRSS11F",0.21
"NACA3P",0.1
"LOC389247",0.2
"LOC389249",0.1
"LRRC14B",0.19
"ANXA2R",0.59
"TEX43",0.58
"LOC389332",0.38
"PROB1",0.14
"C5orf46",0.35
"ARHGEF37",0.58
"PSMG4",0.59
"SFTA2",0.43
"CLPSL2",0.23
"C6orf222",0.18
"LAP3P2",0.11
"GLYATL3",0.17
"GFRAL",0.15
"LOC389405",0.11
"LIN28B",0.68
"C6orf183",0.1
"SAMD5",0.55
"IYD",0.47
"RPL27AP6",0.56
"RBAKDN",0.17
"LOC389465",0.1
"RPS26P32",0.1
"NUPR1L",0.15
"GTF2IRD2B",0.18
"OR7E38P",0.48
"MGC72080",0.2
"LAMTOR4",0.3
"FEZF1",0.17
"FAM180A",0.3
"LOC389602",0.11
"XKR5",0.16
"FAM90A3P",0.11
"OR7E125P",0.12
"FAM90A25P",0.13
"LINC00937",0.2
"LOC389641",0.57
"NUGGC",0.2
"C8orf86",0.17
"FAM150A",0.15
"SEPT10P1",0.23
"XKR9",0.15
"RPSAP47",0.11
"C8orf87",0.15
"RBM12B",0.63
"MROH5",0.17
"MAFA",0.24
"LOC389705",0.12
"FAM205BP",0.57
"SPATA31A6",0.11
"ADGRF5P1",0.11
"GLIDR",0.57
"AQP7P2",0.13
"SPATA31D4",0.11
"SPATA31D3",0.12
"SPATA31D1",0.73
"LOC389765",0.64
"C9orf153",0.27
"TPT1P9",0.11
"PTGES2-AS1",0.17
"IER5L",0.63
"CFAP77",0.32
"LCN15",0.26
"C9orf172",0.15
"LRRC26",0.24
"TMEM8C",0.19
"LOC389831",0.3
"LOC389834",0.54
"MAP3K15",0.23
"LOC389842",0.19
"FTH1P19",0.1
"SPACA5",0.26
"USP27X",0.26
"CENPVP1",0.2
"PAGE2B",0.57
"SERBP1P1",0.18
"SEPHS1P4",0.15
"ZCCHC13",0.25
"LOC389895",0.52
"UBE2NL",0.44
"XRCC6P2",0.12
"CSAG3",0.11
"LOC389906",0.35
"AKR1C6P",0.44
"C1QL3",0.22
"ACTBP14",0.1
"GUCY2GP",0.1
"PPIAP19",0.13
"NKX1-2",0.19
"LOC390029",0.1
"OR52K3P",0.43
"OR52K1",0.18
"OR52I1",0.14
"OR51D1",0.22
"OR52A4P",0.14
"OR52A5",0.25
"OR51B6",0.22
"OR51M1",0.28
"OR51Q1",0.19
"OR51I1",0.22
"OR51I2",0.22
"OR52D1",0.31
"OR52H1",0.25
"OR52N4",0.16
"OR56B2P",0.12
"OR52N5",0.21
"OR52N2",0.19
"OR52E6",0.19
"OR52E8",0.19
"OR52E4",0.19
"OR52E5",0.1
"OR56A3",0.17
"OR56A5",0.15
"OR10AB1P",0.13
"OR10A6",0.19
"ACCSL",0.24
"OR4X1",0.21
"OR4A4P",0.1
"OR5D13",0.17
"OR5D16",0.21
"OR5W2",0.16
"OR8H2",0.15
"OR8H3",0.24
"OR5T3",0.18
"OR5T1",0.14
"OR8K1",0.16
"OR5M9",0.2
"OR5M5P",0.12
"OR5M10",0.16
"OR5M1",0.14
"OR9G1",0.19
"OR5AK2",0.16
"OR5B2",0.2
"OR5B12",0.25
"OR5AN1",0.19
"OR4D10",0.14
"OR4D9",0.18
"OR10V1",0.17
"LRRC10B",0.17
"GPR152",0.16
"DOC2GP",0.1
"GUCY2EP",0.11
"TRIM77",0.1
"IZUMO1R",0.15
"KDM4E",0.11
"LOC390251",0.16
"BSX",0.14
"OR6X1",0.15
"OR6M1",0.21
"OR10G4",0.21
"OR10G7",0.2
"OR10D4P",0.12
"OR8B3",0.21
"OR8A1",0.2
"LOC390282",0.14
"OR6C1",0.14
"OR6C75",0.14
"OR6C76",0.18
"OR6C70",0.14
"EEF1A1P33",0.1
"RPL18AP3",0.25
"CLIC1P1",0.1
"PPIAP28",0.11
"FAM206BP",0.1
"EIF4A1P6",0.1
"NPM1P22",0.11
"PPIAP23",0.11
"GAPDHP22",0.1
"ATP5G1P5",0.11
"OR4N2",0.15
"OR4K2",0.14
"OR4Q2",0.1
"OR4K13",0.18
"OR4K17",0.18
"OR4N5",0.13
"OR11G2",0.17
"OR11H7",0.11
"OR11H4",0.22
"RNASE9",0.18
"OR5AU1",0.17
"SERPINA2",0.28
"IGHV1OR21-1",0.1
"IGHV1OR15-9",0.1
"GOLGA8EP",0.13
"OR4M2",0.2
"OR4N3P",0.12
"HERC2P10",0.11
"ATP5HP1",0.1
"KBTBD13",0.19
"UBAP1L",0.46
"SKOR1",0.16
"LOC390600",0.1
"KRT8P9",0.15
"RPL18P11",0.26
"ANKRD34C",0.32
"GDPGP1",0.18
"LOC390638",0.1
"OR4F6",0.16
"OR4F15",0.16
"OR4F14P",0.11
"OR4F13P",0.11
"ADAMTS7P1",0.11
"C1QTNF8",0.15
"PTX4",0.16
"CDC37P1",0.18
"LOC390705",0.42
"PABPN1L",0.16
"OR3A4P",0.14
"LOC390760",0.1
"RNASEH1P2",0.11
"ARL5C",0.18
"KRT39",0.15
"LOC390806",0.13
"THA1P",0.1
"FEM1AP2",0.13
"LOC390860",0.1
"ONECUT3",0.27
"LOC390876",0.1
"LOC390877",0.1
"OR7G2",0.19
"OR7G3",0.22
"OR7E18P",0.13
"OR7H1P",0.34
"OR7A10",0.25
"OR7A2P",0.11
"OR7A1P",0.13
"NUDT19",0.78
"ZNF793",0.55
"PAPL",0.16
"LOC390933",0.29
"LOC390937",0.11
"PINLYP",0.41
"LOC390956",0.18
"ZNF818P",0.46
"ZNF805",0.78
"HES3",0.2
"RPL7AP18",0.11
"CFL1P6",0.1
"LOC390998",0.18
"PRAMEF12",0.22
"PRAMEF8",0.18
"PRAMEF18",0.12
"PRAMEF17",0.13
"DYNLL1P3",0.26
"PLA2G2C",0.14
"RPL29P6",0.1
"LOC391020",0.58
"ACTN4P2",0.1
"SKINTL",0.18
"BTF3L4P3",0.1
"LOC391048",0.11
"UOX",0.11
"FRRS1",0.27
"GAPDHP74",0.16
"HSD3BP5",0.18
"LOC391092",0.1
"RPLP0P4",0.1
"VHLL",0.16
"VDAC1P9",0.11
"OR10K2",0.16
"OR10K1",0.16
"OR10R3P",0.13
"OR6Y1",0.15
"OR6K3",0.17
"OR10J4",0.1
"VSIG8",0.22
"RPL27AP2",0.1
"RPS15P3",0.2
"GOT2P2",0.1
"RPL10P4",0.1
"CDKN2AIPNLP1",0.11
"FAM96AP2",0.1
"KRT18P32",0.1
"OR11L1",0.21
"OR2L8",0.13
"OR2AK2",0.19
"OR2L3",0.17
"OR2M2",0.17
"OR2T33",0.21
"OR2M7",0.14
"OR2G6",0.14
"LOC391247",0.12
"SPINT4",0.14
"KRT18P4",0.46
"SUMO1P1",0.19
"ANKRD20A11P",0.42
"ANKRD20A18P",0.13
"LOC391322",0.12
"LOC391334",0.1
"LOC391343",0.11
"PTRHD1",0.43
"TRMT112P6",0.19
"SULT6B1",0.2
"GAPDHP25",0.1
"LOC391448",0.1
"KRT18P46",0.1
"DYTN",0.11
"VENTXP7",0.16
"ALDOAP1",0.11
"OR7E129P",0.11
"KRT18P35",0.1
"USP17L6P",0.13
"USP17L9P",0.14
"OR7E35P",0.34
"HSP90AB2P",0.15
"RPS15AP17",0.1
"IGBP1P4",0.1
"EEF1GP8",0.1
"LOC391710",0.1
"TRIM61",0.52
"TRIM75P",0.1
"MYL12BP2",0.15
"HELT",0.19
"RPL29P13",0.1
"LOC391742",0.12
"LOC391746",0.11
"LOC391747",0.11
"H3.Y",0.17
"RPS4XP6",0.11
"KRT18P45",0.1
"RBMX2P5",0.1
"KRT18P42",0.1
"OR10AC1",0.12
"OR2A25",0.15
"OR2A13P",0.11
"USP17L8",0.1
"LOC392196",0.11
"USP17L7",0.13
"LOC392232",0.12
"REXO1L8P",0.1
"GDF6",0.23
"RPS26P6",0.11
"RPS5P6",0.1
"MAP1LC3BP1",0.16
"FAM221B",0.54
"OR13J1",0.16
"OR2S1P",0.1
"MYO5BP2",0.18
"LOC392352",0.1
"RPS6P13",0.1
"CTSL3P",0.11
"LOC392364",0.13
"KRT18P13",0.1
"OR13C2",0.15
"AHCYP2",0.1
"OR1L6",0.2
"OR5C1",0.18
"OR1K1",0.18
"LCN9",0.16
"RPL32P36",0.1
"LOC392452",0.11
"CXXC1P1",0.22
"GLOD5",0.46
"KRT8P17",0.32
"FLJ44635",0.13
"ARL13A",0.18
"KRT18P49",0.1
"NCBP2L",0.1
"RPL18AP15",0.11
"LOC392539",0.11
"OR11N1P",0.11
"LOC392555",0.1
"RPL19P21",0.1
"ELFN1",0.66
"AGMO",0.22
"RPS2P31",0.48
"IQCA1L",0.11
"GRID2IP",0.14
"RPL18P4",0.13
"OR2A5",0.22
"KLHL30-AS1",0.21
"MUC21",0.26
"SPRED3",0.24
"TMEM200B",0.34
"TCEA1P2",0.16
"SLC25A35",0.57
"TIMM8AP1",0.11
"MEX3D",0.7
"FAM102A",0.67
"SMIM10L2A",0.19
"ZNF321P",0.26
"RPL13AP17",0.22
"HEATR4",0.24
"MYO18A",0.53
"CCDC187",0.25
"SHC4",0.62
"CTXN2",0.13
"LINC00200",0.12
"GATA3-AS1",0.45
"CASC10",0.33
"LINC00999",0.17
"ACTR3BP5",0.53
"BMS1P5",0.59
"LOC399783",0.13
"NPM1P25",0.1
"LBX1-AS1",0.16
"C10orf120",0.17
"METTL10",0.67
"FLJ37035",0.36
"FOXI2",0.17
"LINC01164",0.11
"LINC01168",0.11
"DKFZp686M1136",0.31
"SPRNP1",0.19
"LINC01002",0.11
"NAV2-AS4",0.54
"LINC00610",0.51
"HNRNPKP3",0.14
"LOC399884",0.55
"LOC399886",0.11
"FAM180B",0.24
"LOC399900",0.55
"PCNXL3",0.67
"FLJ42102",0.27
"TRIM49D1",0.14
"C11orf87",0.18
"COLCA1",0.42
"C11orf88",0.2
"MIR100HG",0.64
"KRT18P59",0.15
"PATE2",0.41
"PATE4",0.17
"ST3GAL4-AS1",0.67
"FLJ45950",0.15
"SNX19",0.63
"TCP1P3",0.11
"LINC00938",0.6
"LOC400043",0.58
"FLJ41278",0.18
"MKRN9P",0.11
"LOC400061",0.11
"C12orf76",0.66
"LINC00939",0.32
"FLJ37505",0.11
"ANKRD20A19P",0.12
"SERTM1",0.5
"LINC00547",0.11
"TUSC8",0.22
"RPS26P47",0.1
"ATP11AUN",0.14
"DPPA3P2",0.21
"FLJ22447",0.17
"PLEKHD1",0.14
"FOXN3-AS1",0.47
"LINC00642",0.17
"DICER1-AS1",0.2
"C14orf180",0.32
"HERC2P2",0.49
"C15orf53",0.17
"C15orf54",0.18
"ADAMTS7P3",0.1
"ST20",0.57
"FAM174B",0.37
"LINC01197",0.26
"LOC400499",0.11
"BCAR4",0.19
"KNOP1",0.48
"CRYM-AS1",0.14
"LINC01567",0.11
"FLJ21408",0.42
"LOC400541",0.19
"LOC400548",0.18
"FENDRR",0.12
"C17orf97",0.27
"MED11",0.73
"LOC400576",0.12
"KRT16P2",0.1
"FLJ35934",0.28
"GRAPL",0.2
"C17orf102",0.15
"TOB1-AS1",0.47
"KCNJ2-AS1",0.24
"SOX9-AS1",0.5
"LINC00511",0.11
"LOC400620",0.25
"FLJ45079",0.1
"TEX19",0.47
"LINC00668",0.68
"RBM22P1",0.16
"TPMTP1",0.11
"LINC01538",0.35
"LOC400655",0.24
"LINC00909",0.73
"C18orf65",0.16
"LINC00683",0.47
"LOC400661",0.11
"PRSS57",0.17
"VMAC",0.24
"LINC00664",0.17
"LOC400684",0.48
"LOC400685",0.11
"LOC400692",0.19
"LGALS17A",0.18
"LOC400706",0.11
"LOC400707",0.11
"SIGLEC16",0.19
"FLJ26850",0.46
"ZNF880",0.2
"ZNF772",0.3
"FAM87B",0.18
"PRAMEF4",0.16
"PRAMEF13",0.18
"SH2D5",0.58
"NCMAP",0.3
"LOC400750",0.1
"LINC01144",0.25
"C1orf141",0.28
"GBP1P1",0.13
"FLJ27354",0.21
"MIR137HG",0.17
"C1orf226",0.53
"LOC400794",0.25
"LINC00083",0.13
"C1orf220",0.17
"LINC01344",0.11
"C1orf140",0.14
"NBPF9",0.14
"FAM177B",0.14
"DEFB132",0.41
"C20orf202",0.17
"SDAD1P2",0.11
"FLJ42200",0.1
"LINC00649",0.32
"LINC00114",0.14
"LOC400867",0.12
"LRRC74B",0.17
"BCRP2",0.16
"CHCHD10",0.86
"LOC400927",0.4
"MIRLET7BHG",0.51
"LINC00898",0.12
"IL17REL",0.33
"LOC400940",0.14
"LINC00487",0.39
"LOC400943",0.11
"LINC00954",0.44
"FKSG49",0.64
"C2orf91",0.18
"LINC01121",0.18
"EML6",0.66
"LINC01122",0.22
"LINC01185",0.1
"LOC400958",0.19
"PCBP1-AS1",0.6
"PAIP2B",0.54
"RGPD1",0.53
"ANKRD36C",0.52
"LOC400997",0.11
"FLJ42351",0.51
"LOC401010",0.19
"TEX41",0.67
"LOC401021",0.12
"HAGLR",0.68
"FSIP2",0.53
"C2orf66",0.2
"ASB18",0.15
"FLJ43879",0.11
"LOC401040",0.11
"LOC401052",0.54
"IQCF3",0.39
"LINC00960",0.35
"FLJ22763",0.43
"LINC01205",0.11
"FOXL2NB",0.22
"MBNL1-AS1",0.67
"C3orf80",0.18
"FLJ46066",0.13
"FLJ42393",0.11
"LINC00884",0.18
"LINC00885",0.11
"C4orf48",0.31
"LOC401123",0.11
"DTHD1",0.26
"LOC401127",0.15
"LOC401134",0.2
"SYT14P1",0.17
"TMPRSS11BNL",0.11
"PRR27",0.16
"AMTN",0.18
"CCSER1",0.25
"LINC01061",0.5
"C4orf3",0.46
"LINC01060",0.18
"FLJ33360",0.22
"RGS7BP",0.6
"C5orf63",0.63
"LOC401218",0.13
"LINC01011",0.15
"HTATSF1P2",0.17
"STMND1",0.27
"CASC15",0.52
"LOC401242",0.16
"MCCD1",0.33
"SAPCD1",0.39
"LINC00336",0.11
"RAB44",0.12
"LINC00951",0.18
"CRIP3",0.49
"TRAM2-AS1",0.59
"KLHL31",0.35
"DKFZp451B082",0.21
"TCP10L2",0.11
"LOC401286",0.27
"LOC401287",0.13
"LINC00242",0.23
"FLJ38122",0.16
"LOC401296",0.11
"ZNF815P",0.21
"LOC401312",0.19
"LOC401320",0.66
"LINC00997",0.56
"LOC401324",0.22
"RASA4CP",0.33
"C7orf65",0.11
"LINC01446",0.11
"LOC401357",0.11
"GTF2IRD2P1",0.17
"LRRD1",0.23
"C7orf76",0.11
"AZGP1P2",0.11
"LINC00998",0.8
"PRRT4",0.12
"RAB19",0.25
"OR2A7",0.21
"OR2A20P",0.17
"ATP6V0E2-AS1",0.49
"USP17L1",0.1
"LOC401463",0.2
"C8orf59",0.82
"SAMD12",0.71
"VLDLR-AS1",0.36
"LINC01235",0.18
"HACD4",0.52
"LINC01242",0.15
"TMEM215",0.16
"TOMM5",0.88
"FAM74A4",0.11
"ZNF658B",0.13
"DDX10P2",0.17
"C9orf170",0.19
"CENPP",0.23
"C9orf152",0.46
"SNX30",0.76
"WDR38",0.4
"LOC401557",0.11
"LCNL1",0.2
"C9orf139",0.22
"FAM166A",0.22
"CD99P1",0.18
"LOC401585",0.23
"ZNF674-AS1",0.21
"LOC401589",0.11
"LOC401602",0.11
"SLC25A53",0.22
"LINC00890",0.22
"FAM224B",0.14
"FAM224A",0.19
"GOLGA2P3Y",0.48
"OR7E26P",0.2
"GOLGA7B",0.58
"OR51C1P",0.11
"OR51H1",0.11
"OR51T1",0.2
"OR51A4",0.16
"OR51A2",0.19
"OR5J1P",0.11
"OR5B1P",0.11
"FIGNL2",0.17
"LOC401777",0.11
"MSLNL",0.19
"MGC57346",0.36
"ZNF833P",0.12
"OR10B1P",0.59
"LOC401913",0.19
"RNF223",0.12
"LDLRAD2",0.19
"VDAC2P3",0.1
"GAPDHP27",0.1
"OR10J6P",0.12
"RPS2P10",0.1
"RPS3AP10",0.1
"ZNF847P",0.12
"OR2T2",0.19
"OR2T5",0.13
"OR14I1",0.14
"SRRD",0.63
"RPS17P16",0.1
"RPS16P2",0.1
"VWC2L",0.13
"RPL23P5",0.1
"OR5K2",0.16
"CFAP99",0.13
"LOC402175",0.2
"RPL21P44",0.12
"LOC402182",0.1
"NOL8P1",0.1
"LOC402269",0.11
"OR2A42",0.13
"KHSRPP1",0.1
"NOP56P2",0.11
"YBX1P6",0.1
"SOHLH1",0.23
"PKMP2",0.1
"XKRX",0.51
"EEF1A1P30",0.1
"LOC402469",0.11
"LINC01000",0.56
"SLC29A4P1",0.11
"HNRNPA1P8",0.31
"KPNA7",0.14
"C7orf61",0.31
"GRIFIN",0.1
"LOC402644",0.1
"IGLON5",0.18
"NDUFAF4P2",0.11
"MARK2P10",0.33
"UFSP1",0.3
"RPL15P11",0.17
"IFITM10",0.28
"CSMD2-AS1",0.21
"FLJ31356",0.2
"OR11J5P",0.1
"OR2T27",0.15
"OR2T32P",0.1
"OR2T35",0.19
"OR4A47",0.14
"OR4C45",0.14
"OR5H14",0.14
"OR5H15",0.14
"OR5K3",0.14
"OR5K4",0.16
"OR6C65",0.15
"OR6C68",0.14
"OR7E159P",0.1
"LOC403312",0.15
"PLPP6",0.82
"APOBEC4",0.33
"FAM92A1P2",0.13
"LOC403323",0.49
"DEFB133",0.11
"MGC70870",0.74
"ZBTB34",0.75
"HAPLN4",0.57
"CUEDC1",0.73
"PPIHP2",0.23
"WDFY3-AS2",0.57
"SPINK6",0.2
"LINC01561",0.26
"CTXN1",0.59
"C6orf201",0.42
"HOXB-AS3",0.51
"YY2",0.22
"C16orf74",0.59
"SCGB1D4",0.17
"NANOGP1",0.12
"FAM45A",0.8
"LINC01194",0.1
"CACTIN-AS1",0.33
"GTF2H5",0.69
"ANKHD1-EIF4EBP3",0.7
"NPSR1-AS1",0.54
"POTEG",0.19
"DUOXA2",0.53
"ERVFRD-1",0.54
"FXYD6P3",0.1
"MIRLET7B",0.1
"MIR107",0.1
"MIR126",0.1
"MIR128-1",0.1
"MIR133A2",0.53
"MIR155",0.7
"MIR198",0.1
"MIR199A1",0.11
"MIR204",0.1
"MIR21",0.41
"MIR223",0.3
"MIR30C2",0.1
"MIR9-1",0.1
"MIR98",0.1
"FAM19A1",0.43
"LOC407835",0.15
"MIR17HG",0.52
"TNFSF12-TNFSF13",0.33
"C2orf27B",0.18
"NOMO3",0.52
"OVOS",0.12
"SPINK14",0.17
"FNDC9",0.27
"TBC1D3B",0.15
"TBC1D3C",0.2
"DNAJB3",0.18
"CCL3L3",0.36
"NANOGP2",0.1
"NANOGP4",0.1
"NANOGP5",0.12
"NANOGP6",0.11
"NANOGP11",0.1
"ACBD7",0.21
"C10orf105",0.33
"SNRPEP2",0.1
"C10orf62",0.41
"AGAP6",0.16
"CCNYL2",0.24
"CELF2-AS1",0.4
"ZNF32-AS3",0.18
"PRR26",0.23
"C10orf55",0.29
"DNAJC9-AS1",0.22
"LINC00619",0.3
"LOC414300",0.34
"DDI1",0.4
"COL5A1-AS1",0.1
"C9orf106",0.18
"LINC00587",0.17
"DEFB103A",0.27
"IDNK",0.62
"LCN10",0.54
"HCG14",0.13
"LINC00596",0.11
"HCG18",0.36
"HCG17",0.12
"BLID",0.23
"DENND6B",0.47
"C8orf82",0.68
"LINC00593",0.23
"MGC34796",0.46
"CNTFR-AS1",0.52
"PIM3",0.85
"STX19",0.33
"VCX3B",0.18
"TTTY9B",0.23
"RGS21",0.12
"ASTL",0.18
"LHX8",0.22
"ATP5EP2",0.15
"KRTAP5-5",0.29
"LINC00615",0.21
"MXRA7",0.72
"LINC01555",0.24
"THAP7-AS1",0.49
"LOC439933",0.17
"LINC00575",0.11
"C5orf17",0.18
"FER1L6-AS1",0.22
"IL9RP2",0.23
"PRKCQ-AS1",0.63
"CELF2-AS2",0.13
"LOC439951",0.2
"FAM35DP",0.1
"LINC00857",0.23
"RPS3AP5",0.1
"IFIT1B",0.16
"KRTAP5-2",0.15
"KRTAP5-6",0.15
"TMEM41B",0.64
"LOC440028",0.27
"LOC440040",0.14
"PGAM1P8",0.15
"SLC22A20",0.19
"KRTAP5-7",0.13
"KRTAP5-11",0.21
"TRIM64EP",0.19
"LOC440063",0.1
"CARD17",0.25
"LINC00167",0.23
"IQSEC3",0.38
"ZNF705A",0.12
"FAM66C",0.27
"DDX12P",0.62
"SMCO3",0.24
"H3F3C",0.19
"DBX2",0.21
"FLJ12825",0.55
"TMEM198B",0.66
"PLEKHG7",0.19
"LOC440117",0.46
"FZD10-AS1",0.43
"LINC00544",0.43
"LINC00545",0.54
"ALG11",0.36
"MZT1",0.77
"OR11H12",0.17
"OR11H13P",0.1
"RNASE13",0.2
"LOC440173",0.24
"LOC440180",0.11
"LOC440181",0.1
"LINC00238",0.37
"CCDC88C",0.63
"CXADRP3",0.12
"NF1P2",0.14
"GOLGA6L22",0.11
"HERC2P9",0.13
"WHAMMP2",0.55
"GOLGA8B",0.45
"EIF2AK4",0.81
"CATSPER2P1",0.27
"UNC13C",0.24
"UBL7-AS1",0.28
"LOC440292",0.2
"GOLGA6L9",0.18
"DNM1P41",0.5
"TTLL13P",0.19
"LOC440311",0.1
"LOC440313",0.11
"LOC440330",0.29
"SMIM22",0.54
"NPIPB4",0.52
"NPIPB15",0.21
"NPIPB7",0.27
"SNX29P2",0.26
"LOC440353",0.11
"SMG1P2",0.46
"CDIPT-AS1",0.49
"YBX3P1",0.13
"CTRB2",0.4
"RNASEK",0.71
"CCDC144NL-AS1",0.21
"TBC1D3P5",0.13
"SUZ12P1",0.35
"LOC440434",0.31
"GPR179",0.21
"LOC440446",0.11
"TBC1D3P2",0.13
"PLEKHM1P",0.18
"SLC16A6P1",0.16
"LOC440461",0.13
"BAIAP2-AS1",0.35
"ANKRD20A5P",0.26
"HSBP1L1",0.28
"PLIN5",0.64
"CLEC4GP1",0.2
"ZNF506",0.34
"GOLGA2P9",0.11
"ZNF724P",0.11
"PRR13P5",0.19
"PSG8",0.29
"LINC00982",0.52
"PRAMEF11",0.2
"PRAMEF6",0.13
"HNRNPCL2",0.1
"UQCRHL",0.15
"LOC440568",0.11
"MINOS1",0.75
"RPL21P29",0.1
"NPM1P39",0.14
"SLC2A1-AS1",0.18
"FAM183A",0.19
"RPL6P1",0.1
"ZYG11A",0.52
"FLJ31662",0.11
"LOC440600",0.18
"LOC440602",0.22
"BCL2L15",0.38
"NUDT4P1",0.44
"HIST2H3PS2",0.17
"HIST2H2BF",0.19
"ETV3L",0.28
"LRRC52",0.34
"LOC440700",0.13
"LOC440704",0.19
"C1orf186",0.47
"TRIM67",0.43
"RPS7P3",0.12
"RPL35P1",0.13
"MAP1LC3C",0.29
"LINC00851",0.53
"LOC440786",0.1
"LOC440792",0.21
"P2RX6P",0.12
"RIMBP3B",0.21
"PIWIL3",0.16
"MIAT",0.57
"SHISA8",0.42
"ODF3B",0.22
"CAPN14",0.38
"LOC440864",0.2
"ACTR3BP2",0.26
"LINC01123",0.69
"LOC440895",0.31
"LOC440896",0.24
"LINC01191",0.23
"FAR2P1",0.5
"POTEKP",0.32
"YWHAEP5",0.18
"FLJ46875",0.2
"LINC01124",0.27
"H3F3AP4",0.28
"THUMPD3-AS1",0.74
"EIF1B-AS1",0.51
"TMEM89",0.2
"IQCF6",0.2
"SMIM4",0.18
"LOC440973",0.1
"LOC440981",0.46
"LOC440982",0.51
"RPS3P3",0.1
"LINC00969",0.5
"CPEB2-AS1",0.19
"MTHFD2L",0.75
"LOC441025",0.17
"TMEM150C",0.68
"EEF1A1P9",0.1
"GUSBP5",0.47
"PTGES3P3",0.1
"HSP90AA6P",0.11
"C4orf47",0.16
"DUX4L4",0.1
"MGC39584",0.54
"MARCH11",0.36
"GUSBP8",0.15
"FLJ31104",0.18
"LOC441081",0.11
"CRSP8P",0.11
"NR2F1-AS1",0.7
"C5orf56",0.27
"FLJ16171",0.11
"GTF2IP20",0.31
"KRT18P38",0.2
"C6orf226",0.25
"TMEM151B",0.54
"LOC441155",0.1
"OOEP",0.46
"FAM26F",0.58
"FLJ46906",0.28
"LINC00602",0.11
"LOC441178",0.17
"RNF216P1",0.28
"PMS2CL",0.33
"LOC441204",0.46
"ZNRF2P1",0.2
"RP9P",0.69
"KRT8P20",0.1
"LOC441228",0.13
"ZNF716",0.16
"LOC441239",0.14
"LOC441242",0.56
"RPL35P5",0.1
"TYW1B",0.28
"SPDYE7P",0.11
"LOC441259",0.28
"DTX2P1-UPK3BP1-PMS2P11",0.44
"SPDYE3",0.15
"SPDYE2",0.24
"AKR1B15",0.15
"OR2A9P",0.41
"OR4F21",0.18
"FAM90A13P",0.14
"FAM90A7P",0.26
"FAM90A16P",0.1
"FAM90A8P",0.13
"FAM90A18P",0.17
"FAM90A9P",0.16
"FAM90A10P",0.13
"LOC441347",0.1
"MIR2052HG",0.25
"FLJ46284",0.11
"FLJ42969",0.17
"AARD",0.18
"LRRC24",0.23
"LINC01239",0.11
"SUGT1P1",0.16
"RAB1C",0.12
"FKBP4P7",0.1
"ADGRF5P2",0.11
"ANKRD20A3",0.16
"LINC00268",0.11
"ANKRD20A2",0.2
"AQP7P3",0.1
"SPATA31C1",0.17
"LOC441454",0.15
"LOC441455",0.18
"NUTM2G",0.12
"ANKRD18B",0.22
"STX17-AS1",0.28
"C9orf173",0.28
"NRARP",0.63
"CENPVP2",0.12
"LINC00891",0.15
"RPS26P11",0.19
"GLRA4",0.15
"LOC441511",0.1
"FAM127C",0.2
"CT45A3",0.47
"CT45A4",0.15
"CT45A5",0.24
"SPANXN4",0.15
"PGAM4",0.16
"RPL26P37",0.54
"TTTY6B",0.24
"CDNF",0.28
"FRG2B",0.13
"LOC441601",0.21
"OR5B3",0.15
"BRI3P2",0.11
"TSPAN11",0.22
"OR9K2",0.17
"RPL7AP9",0.49
"LOC441666",0.2
"OR4Q3",0.19
"OR4M1",0.19
"LOC441722",0.14
"PRKXP1",0.5
"GOLGA8VP",0.1
"LOC441768",0.1
"HMGB3P27",0.14
"WBP11P1",0.16
"MSRB1P1",0.1
"TARM1",0.18
"ANKRD65",0.54
"PRAMEF7",0.15
"PRAMEF25",0.13
"RPS16P1",0.21
"CALR4P",0.1
"LOC441887",0.11
"WDR82P2",0.1
"PGCP1",0.13
"VPS25P1",0.33
"OR10J3",0.14
"BECN2",0.13
"VN1R17P",0.1
"OR2W5",0.18
"OR13G1",0.14
"ZFAS1",0.88
"LOC441996",0.2
"NPM1P48",0.1
"LOC442017",0.1
"LOC442028",0.26
"SULT1C3",0.18
"SAP18P2",0.1
"EMC3-AS1",0.61
"HSP90AB5P",0.11
"OR7E86P",0.12
"OR7E85P",0.12
"LOC442113",0.18
"GALNTL6",0.27
"LOC442132",0.11
"PSMC1P11",0.11
"RPL21P62",0.11
"DDX18P3",0.1
"ASS1P1",0.21
"LOC442172",0.1
"RPLP2P1",0.17
"OR1F12",0.13
"OR2B3",0.29
"OR2J1",0.12
"OR2J3",0.21
"OR2H4P",0.49
